user_id,user_idx,age,occupation,zip_prefix,interaction_count,mean_rating,age_scaled,interaction_count_scaled,mean_rating_scaled,gender_F,gender_M
31,30,56,7,068,119,3.73109243697479,1.0,0.043156059285091544,0.6879427290546705,0.0,1.0
32,31,25,0,193,48,3.625,0.43636363636363634,0.012205754141238012,0.6610674076212472,1.0,0.0
33,32,45,3,554,391,3.498721227621483,0.8,0.16172624237140365,0.6290784865005346,0.0,1.0
34,33,18,0,021,164,3.8658536585365852,0.3090909090909091,0.06277244986922406,0.722080423027094,1.0,0.0
35,34,45,1,024,198,3.54040404040404,0.8,0.07759372275501308,0.6396375708587024,0.0,1.0
36,35,25,3,941,351,4.199430199430199,0.43636363636363634,0.14428945074106364,0.806581986143187,0.0,1.0
37,36,25,9,662,53,3.69811320754717,0.43636363636363634,0.014385353095030515,0.6795884352259358,1.0,0.0
38,37,18,4,022,100,3.58,0.3090909090909091,0.03487358326068003,0.6496680138568129,1.0,0.0
39,38,18,4,618,62,3.564516129032258,0.3090909090909091,0.018308631211857017,0.6457456418088356,0.0,1.0
40,39,45,0,105,96,3.4479166666666665,0.8,0.03312990409764603,0.6162086821593533,0.0,1.0
41,40,18,4,151,25,3.48,0.3090909090909091,0.002179598953792502,0.6243360277136258,1.0,0.0
42,41,25,8,245,231,3.74025974025974,0.43636363636363634,0.0919790758500436,0.690264989052518,0.0,1.0
43,42,25,12,606,24,4.125,0.43636363636363634,0.0017436791630340018,0.7877273383371824,0.0,1.0
44,43,45,17,980,193,3.6321243523316062,0.8,0.07541412380122058,0.6628721475666814,0.0,1.0
45,44,45,16,941,297,2.946127946127946,0.8,0.12074978204010461,0.48909563300440895,1.0,0.0
46,45,18,19,756,41,4.219512195121951,0.3090909090909091,0.009154315605928508,0.8116691545090972,0.0,1.0
47,46,18,4,943,22,3.909090909090909,0.3090909090909091,0.0008718395815170009,0.7330332773462104,0.0,1.0
48,47,25,4,921,598,3.068561872909699,0.43636363636363634,0.25196163905841323,0.5201105783713225,0.0,1.0
49,48,18,12,770,108,3.712962962962963,0.3090909090909091,0.03836094158674804,0.6833501732101617,0.0,1.0
50,49,25,2,981,43,3.0697674418604652,0.43636363636363634,0.01002615518744551,0.5204159729308772,1.0,0.0
51,50,1,10,105,40,3.825,0.0,0.008718395815170008,0.7117313799076214,1.0,0.0
52,51,18,4,722,79,3.5569620253164556,0.3090909090909091,0.025719267654751524,0.6438320373023065,0.0,1.0
53,52,25,0,969,684,4.2368421052631575,0.43636363636363634,0.28945074106364427,0.8160591649446942,0.0,1.0
54,53,50,1,567,40,4.025,0.8909090909090909,0.008718395815170008,0.7623953521939955,0.0,1.0
55,54,35,12,553,25,4.12,0.6181818181818182,0.002179598953792502,0.7864607390300231,1.0,0.0
56,55,35,20,604,67,3.970149253731343,0.6181818181818182,0.02048823016564952,0.7485005687497845,0.0,1.0
57,56,18,19,303,64,2.90625,0.3090909090909091,0.01918047079337402,0.4789937572170901,0.0,1.0
58,57,25,2,303,437,3.9725400457665905,0.43636363636363634,0.18177855274629467,0.7491062038568659,0.0,1.0
59,58,50,1,554,213,3.4741784037558685,0.8909090909090909,0.08413251961639058,0.6228613017597502,1.0,0.0
60,59,50,1,721,70,3.414285714285714,0.8909090909090909,0.021795989537925022,0.6076892939623887,0.0,1.0
61,60,25,17,951,36,2.7777777777777777,0.43636363636363634,0.006974716652136007,0.44644919168591224,0.0,1.0
62,61,35,3,981,498,3.566265060240964,0.6181818181818182,0.2083696599825632,0.6461886808202788,1.0,0.0
63,62,18,4,549,98,3.4285714285714284,0.3090909090909091,0.03400174367916303,0.6113081491257011,0.0,1.0
64,63,18,1,537,27,4.148148148148148,0.3090909090909091,0.003051438535309503,0.7935912240184757,0.0,1.0
65,64,35,12,558,121,4.347107438016529,0.6181818181818182,0.044027898866608545,0.8439915637585175,0.0,1.0
66,65,25,18,577,26,3.8461538461538463,0.43636363636363634,0.0026155187445510027,0.7170900692840647,0.0,1.0
67,66,50,5,601,64,4.296875,0.8909090909090909,0.01918047079337402,0.8312666895207853,1.0,0.0
68,67,18,4,537,72,3.75,0.3090909090909091,0.022667829119442023,0.6927323903002309,0.0,1.0
69,68,25,1,021,65,4.153846153846154,0.43636363636363634,0.01961639058413252,0.7950346420323327,1.0,0.0
70,69,18,4,537,54,3.7037037037037037,0.3090909090909091,0.014821272885789015,0.6810046189376444,0.0,1.0
71,70,25,14,950,29,3.7586206896551726,0.43636363636363634,0.003923278116826504,0.6949161822091264,0.0,1.0
72,71,45,0,551,43,3.697674418604651,0.8,0.01002615518744551,0.6794772812718192,1.0,0.0
73,72,18,4,537,255,3.364705882352941,0.3090909090909091,0.1024411508282476,0.5951297378073632,0.0,1.0
74,73,35,14,945,43,4.046511627906977,0.6181818181818182,0.01002615518744551,0.7678446747945648,0.0,1.0
75,74,1,10,017,175,4.005714285714285,0.0,0.06756756756756757,0.7575098977235235,1.0,0.0
76,75,35,7,554,87,4.172413793103448,0.6181818181818182,0.02920662598081953,0.7997381938361074,0.0,1.0
77,76,18,4,153,39,2.948717948717949,0.3090909090909091,0.008282476024411508,0.4897517321016167,0.0,1.0
78,77,45,1,980,140,3.657142857142857,0.8,0.05231037489102005,0.6692098317387001,1.0,0.0
79,78,45,0,981,31,3.6451612903225805,0.8,0.004795117698343505,0.666174662892051,1.0,0.0
80,79,56,1,493,48,3.8958333333333335,1.0,0.012205754141238012,0.7296748700923789,0.0,1.0
81,80,25,0,606,86,4.4186046511627906,0.43636363636363634,0.02877070619006103,0.8621032278854933,1.0,0.0
82,81,25,17,483,118,4.016949152542373,0.43636363636363634,0.042720139494333044,0.7603559126316202,0.0,1.0
83,82,25,2,946,99,3.5757575757575757,0.43636363636363634,0.03443766346992153,0.6485933235355869,1.0,0.0
84,83,18,4,531,31,3.838709677419355,0.3090909090909091,0.004795117698343505,0.7152043134917679,0.0,1.0
85,84,18,4,949,39,3.1025641025641026,0.3090909090909091,0.008282476024411508,0.5287240184757507,0.0,1.0
86,85,1,10,544,48,4.3125,0.0,0.012205754141238012,0.8352248123556583,1.0,0.0
87,86,25,14,483,59,2.8135593220338984,0.43636363636363634,0.017000871839581516,0.4555133675186911,0.0,1.0
88,87,45,1,024,68,4.147058823529412,0.8,0.020924149956408022,0.7933152764570033,1.0,0.0
89,88,56,9,857,21,3.238095238095238,1.0,0.00043591979075850045,0.563056746948202,1.0,0.0
90,89,56,13,857,225,3.511111111111111,1.0,0.08936355710549258,0.6322170900692841,0.0,1.0
91,90,35,7,076,44,4.704545454545454,0.6181818181818182,0.010462074978204011,0.9345377125761074,0.0,1.0
92,91,18,4,442,430,2.7581395348837208,0.3090909090909091,0.17872711421098517,0.4414744347172243,1.0,0.0
93,92,25,17,958,220,2.9727272727272727,0.43636363636363634,0.08718395815170009,0.4958337707327315,0.0,1.0
94,93,25,17,286,21,3.857142857142857,0.43636363636363634,0.00043591979075850045,0.7198738040250743,0.0,1.0
95,94,45,0,982,99,3.595959595959596,0.8,0.03443766346992153,0.6537108964938064,0.0,1.0
96,95,25,16,780,81,3.6049382716049383,0.43636363636363634,0.02659110723626853,0.6559853733641263,1.0,0.0
97,96,35,3,662,154,4.474025974025974,0.6181818181818182,0.05841325196163906,0.8761425497135659,1.0,0.0
98,97,35,7,335,20,3.8,0.6181818181818182,0.0,0.7053983833718245,1.0,0.0
99,98,1,10,193,107,3.2149532710280373,0.0,0.03792502179598954,0.5571944270574777,1.0,0.0
100,99,35,17,954,76,3.026315789473684,0.6181818181818182,0.024411508282476024,0.5094088063692719,0.0,1.0
101,100,18,3,333,106,4.679245283018868,0.3090909090909091,0.037489102005231034,0.92812867663079,1.0,0.0
102,101,35,19,208,132,3.128787878787879,0.6181818181818182,0.04882301656495205,0.535367021834978,0.0,1.0
103,102,45,7,921,115,4.052173913043478,0.8,0.04141238012205754,0.769279044080731,0.0,1.0
104,103,25,12,009,46,3.347826086956522,0.43636363636363634,0.011333914559721011,0.5908537503765439,0.0,1.0
105,104,45,12,902,61,4.295081967213115,0.8,0.017872711421098517,0.8308124787036687,0.0,1.0
106,105,35,11,791,47,4.0212765957446805,0.6181818181818182,0.011769834350479512,0.7614521399439831,1.0,0.0
107,106,45,18,631,121,3.743801652892562,0.8,0.044027898866608545,0.6911622258698682,0.0,1.0
108,107,25,12,303,37,3.135135135135135,0.43636363636363634,0.0074106364428945075,0.5369749079333375,0.0,1.0
109,108,45,15,920,81,4.0,0.8,0.02659110723626853,0.7560623556581987,0.0,1.0
110,109,25,2,908,80,3.25,0.43636363636363634,0.026155187445510025,0.5660724595842956,0.0,1.0
111,110,35,15,554,92,3.7282608695652173,0.6181818181818182,0.03138622493461203,0.6872254367908425,0.0,1.0
112,111,25,16,972,60,4.183333333333334,0.43636363636363634,0.017436791630340016,0.8025043302540417,0.0,1.0
113,112,18,12,370,68,3.5,0.3090909090909091,0.020924149956408022,0.6294024249422633,0.0,1.0
114,113,25,2,837,98,3.693877551020408,0.43636363636363634,0.03400174367916303,0.6785154593015035,1.0,0.0
115,114,25,17,280,38,3.8421052631578947,0.43636363636363634,0.007846556233653008,0.7160644828005348,0.0,1.0
116,115,25,17,557,86,3.802325581395349,0.43636363636363634,0.02877070619006103,0.7059874993286428,0.0,1.0
117,116,25,17,333,505,3.299009900990099,0.43636363636363634,0.21142109851787272,0.5784876409118972,0.0,1.0
118,117,35,17,223,224,3.767857142857143,0.6181818181818182,0.08892763731473409,0.6972559592543716,0.0,1.0
119,118,1,10,775,105,3.5428571428571427,0.0,0.037053182214472534,0.6402589904322006,1.0,0.0
120,119,25,11,271,63,3.619047619047619,0.43636363636363634,0.018744551002615517,0.6595595513032003,0.0,1.0
121,120,35,7,752,72,4.416666666666667,0.6181818181818182,0.022667829119442023,0.8616122979214782,0.0,1.0
122,121,18,4,943,57,2.9649122807017543,0.3090909090909091,0.016129032258064516,0.493854078035736,1.0,0.0
123,122,35,9,672,608,3.401315789473684,0.6181818181818182,0.2563208369659983,0.6044037544062234,0.0,1.0
124,123,56,7,913,23,4.173913043478261,1.0,0.0013077593722755014,0.8001179837333066,0.0,1.0
125,124,45,14,017,71,4.098591549295775,0.8,0.022231909328683522,0.7810375532641578,0.0,1.0
126,125,18,9,981,51,4.0,0.3090909090909091,0.013513513513513514,0.7560623556581987,0.0,1.0
127,126,45,3,017,174,3.8448275862068964,0.8,0.06713164777680906,0.7167541012980807,1.0,0.0
128,127,56,6,379,22,4.363636363636363,1.0,0.0008718395815170009,0.8481786689061516,0.0,1.0
129,128,25,11,201,158,4.025316455696203,0.43636363636363634,0.06015693112467306,0.7624755167071068,0.0,1.0
130,129,35,17,500,135,4.311111111111111,0.6181818181818182,0.05013077593722755,0.8348729792147805,0.0,1.0
131,130,18,4,065,295,3.3966101694915256,0.3090909090909091,0.11987794245858761,0.603211727404392,0.0,1.0
132,131,25,17,997,89,3.966292134831461,0.43636363636363634,0.03007846556233653,0.7475234839245402,0.0,1.0
133,132,25,0,550,170,3.7705882352941176,0.43636363636363634,0.06538796861377506,0.6979477992120636,1.0,0.0
134,133,25,0,662,183,2.7158469945355193,0.43636363636363634,0.07105492589363557,0.4307608942566161,0.0,1.0
135,134,18,4,200,70,3.657142857142857,0.3090909090909091,0.021795989537925022,0.6692098317387001,0.0,1.0
136,135,18,2,212,378,3.074074074074074,0.3090909090909091,0.15605928509154315,0.5215069284064665,0.0,1.0
137,136,45,6,787,201,3.611940298507463,0.8,0.07890148212728858,0.657759125848816,1.0,0.0
138,137,18,20,222,65,4.492307692307692,0.3090909090909091,0.01961639058413252,0.8807736720554273,0.0,1.0
139,138,25,20,454,245,3.8816326530612244,0.43636363636363634,0.0980819529206626,0.7260775557336099,1.0,0.0
140,139,35,1,551,55,3.8181818181818183,0.6181818181818182,0.015257192676547515,0.7100041990342222,1.0,0.0
141,140,35,13,620,23,3.6956521739130435,0.6181818181818182,0.0013077593722755014,0.6789650065267597,0.0,1.0
142,141,25,7,100,47,3.3404255319148937,0.43636363636363634,0.011769834350479512,0.5889790427988797,0.0,1.0
143,142,18,3,640,68,3.5441176470588234,0.3090909090909091,0.020924149956408022,0.6405783011819046,0.0,1.0
144,143,25,17,294,32,3.46875,0.43636363636363634,0.0052310374891020054,0.6214861792725174,0.0,1.0
145,144,18,4,190,39,3.0,0.3090909090909091,0.008282476024411508,0.502742494226328,0.0,1.0
146,145,35,20,109,426,3.7699530516431925,0.6181818181818182,0.17698343504795117,0.6977868945776274,1.0,0.0
147,146,18,4,913,187,3.5026737967914436,0.3090909090909091,0.07279860505666957,0.6300797507749688,0.0,1.0
148,147,50,17,577,624,3.733974358974359,0.8909090909090909,0.2632955536181343,0.6886727771362587,0.0,1.0
149,148,25,1,292,592,3.9408783783783785,0.43636363636363634,0.24934612031386225,0.741085674661382,0.0,1.0
150,149,35,7,981,232,4.021551724137931,0.6181818181818182,0.09241499564080209,0.7615218354304372,0.0,1.0
151,150,25,20,850,471,3.653927813163482,0.43636363636363634,0.1965998256320837,0.6683953972433474,1.0,0.0
152,151,18,4,481,24,4.125,0.3090909090909091,0.0017436791630340018,0.7877273383371824,0.0,1.0
153,152,1,10,515,26,4.076923076923077,0.0,0.0026155187445510027,0.7755484988452656,0.0,1.0
154,153,50,20,945,44,3.090909090909091,0.8909090909090909,0.010462074978204011,0.5257715725383162,0.0,1.0
155,154,35,12,074,96,2.96875,0.6181818181818182,0.03312990409764603,0.494826248556582,0.0,1.0
156,155,45,7,145,148,4.236486486486487,0.8,0.05579773321708806,0.8159690796454655,1.0,0.0
157,156,35,16,128,427,3.718969555035129,0.6181818181818182,0.1774193548387097,0.6848717622815605,0.0,1.0
158,157,56,7,287,22,4.0,1.0,0.0008718395815170009,0.7560623556581987,0.0,1.0
159,158,45,0,379,36,3.7777777777777777,0.8,0.006974716652136007,0.6997690531177829,1.0,0.0
160,159,35,7,130,20,3.5,0.6181818181818182,0.0,0.6294024249422633,0.0,1.0
161,160,45,16,981,297,4.4713804713804715,0.8,0.12074978204010461,0.8754723913499896,0.0,1.0
162,161,18,4,931,107,4.121495327102804,0.3090909090909091,0.03792502179598954,0.7868395350845008,1.0,0.0
163,162,18,4,850,514,2.1828793774319064,0.3090909090909091,0.2153443766346992,0.2957496113442546,0.0,1.0
164,163,56,13,945,26,4.384615384615385,1.0,0.0026155187445510027,0.8534930715935336,1.0,0.0
165,164,18,16,985,110,3.981818181818182,0.3090909090909091,0.03923278116826504,0.751456539995801,0.0,1.0
166,165,18,4,928,410,3.6878048780487807,0.3090909090909091,0.17000871839581516,0.6769771306258098,0.0,1.0
167,166,25,11,100,58,2.9310344827586206,0.43636363636363634,0.016564952048823016,0.48527215895516446,1.0,0.0
168,167,50,0,469,26,3.8461538461538463,0.8909090909090909,0.0026155187445510027,0.7170900692840647,1.0,0.0
169,168,25,7,554,552,3.5670289855072466,0.43636363636363634,0.23190932868352224,0.6463821982628779,0.0,1.0
170,169,25,11,070,87,3.9885057471264367,0.43636363636363634,0.02920662598081953,0.7531506331130047,0.0,1.0
171,170,50,17,554,24,4.0,0.8909090909090909,0.0017436791630340018,0.7560623556581987,1.0,0.0
172,171,25,3,076,23,3.608695652173913,0.43636363636363634,0.0013077593722755014,0.6569371924892058,0.0,1.0
173,172,25,0,452,561,3.9679144385026737,0.43636363636363634,0.23583260680034873,0.7479344456657322,0.0,1.0
174,173,25,16,212,97,3.649484536082474,0.43636363636363634,0.03356582388840453,0.6672698269088831,0.0,1.0
175,174,25,2,951,317,3.9810725552050474,0.43636363636363634,0.12946817785527462,0.7512676579654819,1.0,0.0
176,175,18,3,550,78,3.6153846153846154,0.3090909090909091,0.025283347863993024,0.6586316397228638,1.0,0.0
177,176,50,1,540,44,4.113636363636363,0.8909090909090909,0.010462074978204011,0.7848487035481839,0.0,1.0
178,177,56,17,537,115,3.8434782608695652,1.0,0.04141238012205754,0.7164122903906015,0.0,1.0
179,178,25,0,021,110,2.6545454545454548,0.43636363636363634,0.03923278116826504,0.4152319966407727,0.0,1.0
180,179,45,12,016,59,3.694915254237288,0.8,0.017000871839581516,0.6787783301366109,0.0,1.0
181,180,18,17,331,301,3.604651162790698,0.3090909090909091,0.12249346120313863,0.655912642999087,0.0,1.0
182,181,18,4,030,83,3.8313253012048194,0.3090909090909091,0.02746294681778553,0.713333704332341,0.0,1.0
183,182,45,1,554,101,4.099009900990099,0.8,0.03530950305143853,0.7811435300573938,1.0,0.0
184,183,25,0,190,84,4.083333333333333,0.43636363636363634,0.02789886660854403,0.7771723441108545,1.0,0.0
185,184,45,0,144,51,3.588235294117647,0.8,0.013513513513513514,0.6517541774215461,0.0,1.0
186,185,18,5,917,122,4.254098360655738,0.3090909090909091,0.044463818657367045,0.8204305171695757,0.0,1.0
187,186,45,1,940,417,4.083932853717027,0.8,0.17306015693112467,0.7773242145313773,1.0,0.0
188,187,56,16,799,71,3.1690140845070425,1.0,0.022231909328683522,0.5455571186936865,0.0,1.0
189,188,18,0,600,31,4.0,0.3090909090909091,0.004795117698343505,0.7560623556581987,0.0,1.0
190,189,25,17,551,153,3.6993464052287583,0.43636363636363634,0.05797733217088056,0.679900828691754,0.0,1.0
191,190,18,4,049,30,3.3333333333333335,0.3090909090909091,0.004359197907585004,0.5871824480369515,0.0,1.0
192,191,18,1,109,525,3.0914285714285716,0.3090909090909091,0.22013949433304272,0.5259031672715276,0.0,1.0
193,192,45,15,441,242,3.677685950413223,0.8,0.0967741935483871,0.6744138052793313,1.0,0.0
194,193,1,10,291,59,3.983050847457627,0.0,0.017000871839581516,0.7517687986847771,1.0,0.0
195,194,25,12,104,822,3.889294403892944,0.43636363636363634,0.34960767218831734,0.7280184293926266,0.0,1.0
196,195,35,9,945,32,4.0625,0.6181818181818182,0.0052310374891020054,0.7718948469976906,1.0,0.0
197,196,18,14,100,22,3.909090909090909,0.3090909090909091,0.0008718395815170009,0.7330332773462104,0.0,1.0
198,197,25,12,551,379,3.7493403693931397,0.43636363636363634,0.15649520488230165,0.692565292766305,0.0,1.0
199,198,18,4,837,402,3.2761194029850746,0.3090909090909091,0.16652136006974716,0.5726890231291579,0.0,1.0
200,199,18,4,843,26,3.423076923076923,0.3090909090909091,0.0026155187445510027,0.6099162817551963,1.0,0.0
201,200,35,2,551,87,3.954022988505747,0.6181818181818182,0.02920662598081953,0.744415465477423,1.0,0.0
202,201,18,4,537,670,3.2492537313432837,0.3090909090909091,0.2833478639930253,0.5658834149115853,0.0,1.0
203,202,18,4,537,127,2.2913385826771653,0.3090909090909091,0.046643417611159546,0.3232244821879944,1.0,0.0
204,203,25,7,921,446,3.5560538116591927,0.43636363636363634,0.1857018308631212,0.6436019687444982,0.0,1.0
205,204,35,12,973,153,4.0588235294117645,0.6181818181818182,0.05797733217088056,0.7709635239777204,0.0,1.0
206,205,25,17,201,30,3.066666666666667,0.43636363636363634,0.004359197907585004,0.5196304849884528,0.0,1.0
207,206,25,12,941,23,3.5217391304347827,0.43636363636363634,0.0013077593722755014,0.6349093784516519,0.0,1.0
208,207,35,17,554,184,3.652173913043478,0.6181818181818182,0.07149084568439407,0.6679510995079827,0.0,1.0
209,208,35,1,900,25,3.16,0.6181818181818182,0.002179598953792502,0.5432736720554273,0.0,1.0
210,209,1,10,258,110,4.027272727272727,0.0,0.03923278116826504,0.7629710791517952,1.0,0.0
211,210,45,17,906,35,3.857142857142857,0.8,0.006538796861377506,0.7198738040250743,0.0,1.0
212,211,25,16,537,110,3.8545454545454545,0.43636363636363634,0.03923278116826504,0.7192158303590175,0.0,1.0
213,212,18,4,016,22,4.2272727272727275,0.3090909090909091,0.0008718395815170009,0.8136350514381693,1.0,0.0
214,213,18,20,802,166,3.1626506024096384,0.3090909090909091,0.06364428945074106,0.5439451222905478,0.0,1.0
215,214,35,14,920,34,4.5588235294117645,0.6181818181818182,0.006102877070619006,0.8976234546936558,0.0,1.0
216,215,45,13,527,794,3.2317380352644838,0.8,0.33740191804707936,0.561446341208021,0.0,1.0
217,216,18,4,229,20,3.7,0.3090909090909091,0.0,0.6800663972286375,0.0,1.0
218,217,35,14,958,86,3.0930232558139537,0.6181818181818182,0.02877070619006103,0.5263071324990601,0.0,1.0
219,218,25,4,551,36,3.3333333333333335,0.43636363636363634,0.006974716652136007,0.5871824480369515,1.0,0.0
220,219,25,12,229,102,4.215686274509804,0.43636363636363634,0.03574542284219703,0.8106999728297787,0.0,1.0
221,220,25,0,940,29,3.2413793103448274,0.43636363636363634,0.003923278116826504,0.5638886676754001,1.0,0.0
222,221,25,1,551,80,4.0875,0.43636363636363634,0.026155187445510025,0.7782278435334874,0.0,1.0
223,222,25,17,282,256,3.44140625,0.43636363636363634,0.1028770706190061,0.6145594643114897,0.0,1.0
224,223,18,4,148,204,3.4019607843137254,0.3090909090909091,0.08020924149956409,0.6045671444097269,1.0,0.0
225,224,25,7,112,508,3.4330708661417324,0.43636363636363634,0.21272885789014823,0.6124479460275318,0.0,1.0
226,225,35,1,945,21,3.5714285714285716,0.6181818181818182,0.00043591979075850045,0.6474967007588256,0.0,1.0
227,226,35,20,902,28,3.2857142857142856,0.6181818181818182,0.0034873583260680036,0.5751195974925767,0.0,1.0
228,227,25,15,554,31,4.0,0.43636363636363634,0.004795117698343505,0.7560623556581987,0.0,1.0
229,228,18,10,045,212,3.4292452830188678,0.3090909090909091,0.08369659982563209,0.6114788498409517,0.0,1.0
230,229,45,1,432,179,4.094972067039106,0.8,0.06931124673060157,0.7801206665204433,0.0,1.0
231,230,25,3,554,97,4.22680412371134,0.43636363636363634,0.03356582388840453,0.8135163448489322,0.0,1.0
232,231,25,20,554,90,3.566666666666667,0.43636363636363634,0.03051438535309503,0.646290415704388,0.0,1.0
233,232,45,20,379,53,4.584905660377358,0.8,0.014385353095030515,0.9042305764957078,1.0,0.0
234,233,35,7,396,29,4.310344827586207,0.6181818181818182,0.003923278116826504,0.8346788643784345,0.0,1.0
235,234,25,0,981,440,4.086363636363636,0.43636363636363634,0.18308631211857018,0.7779399800545874,0.0,1.0
236,235,25,5,551,62,3.693548387096774,0.43636363636363634,0.018308631211857017,0.6784320755419802,0.0,1.0
237,236,25,6,468,166,3.4036144578313254,0.43636363636363634,0.06364428945074106,0.604986052756059,0.0,1.0
238,237,50,7,902,258,3.7868217054263567,0.8909090909090909,0.1037489102005231,0.7020600596165208,1.0,0.0
239,238,18,19,946,71,4.140845070422535,0.3090909090909091,0.022231909328683522,0.7917412093809972,0.0,1.0
240,239,50,17,551,143,3.300699300699301,0.8909090909090909,0.05361813426329556,0.5789155994121353,0.0,1.0
241,240,35,20,551,57,3.9649122807017543,0.6181818181818182,0.016129032258064516,0.7471739394676067,0.0,1.0
242,241,18,4,537,273,3.2051282051282053,0.3090909090909091,0.11028770706190061,0.5547055427251733,1.0,0.0
243,242,25,16,115,33,3.606060606060606,0.43636363636363634,0.005666957279860506,0.6562696829729162,0.0,1.0
244,243,50,7,190,85,4.105882352941176,0.8909090909090909,0.02833478639930253,0.7828844586333378,0.0,1.0
245,244,35,16,660,764,2.6714659685863875,0.6181818181818182,0.32432432432432434,0.4195182989129778,0.0,1.0
246,245,18,4,606,29,4.0,0.3090909090909091,0.003923278116826504,0.7560623556581987,1.0,0.0
247,246,25,17,944,31,3.935483870967742,0.43636363636363634,0.004795117698343505,0.7397191387916263,0.0,1.0
248,247,18,17,727,34,4.205882352941177,0.3090909090909091,0.006102877070619006,0.808216444776525,0.0,1.0
249,248,18,14,481,110,3.9454545454545453,0.3090909090909091,0.03923278116826504,0.7422449086710057,1.0,0.0
250,249,35,16,112,20,3.75,0.6181818181818182,0.0,0.6927323903002309,0.0,1.0
251,250,56,17,551,73,3.5753424657534247,1.0,0.023103748910200523,0.6484881679268564,0.0,1.0
252,251,25,12,941,60,4.016666666666667,0.43636363636363634,0.017436791630340016,0.7602843533487298,0.0,1.0
253,252,25,11,973,53,3.9245283018867925,0.43636363636363634,0.014385353095030515,0.736943875550133,1.0,0.0
254,253,35,17,490,23,3.782608695652174,0.6181818181818182,0.0013077593722755014,0.7009928205643137,0.0,1.0
255,254,35,0,853,244,4.016393442622951,0.6181818181818182,0.0976460331299041,0.7602151402718358,0.0,1.0
256,255,45,16,550,95,3.8526315789473684,0.8,0.03269398430688753,0.7187310076577125,0.0,1.0
257,256,18,18,551,53,4.452830188679245,0.3090909090909091,0.014385353095030515,0.8707732363065929,0.0,1.0
